Order_ID,Date,Customer_ID,Customer_Segment,Region,Category,Product,Quantity,Unit_Price,Total_Sales,Discount_Percent,Discount_Amount,Final_Price,Payment_Method
ORD2256,2023-06-14,CUST2015,Regular,Bandung,Clothing,Dress,1,144.56,144.56,0,0.0,144.56,Debit Card
ORD2315,2023-06-14,CUST1529,VIP,Makassar,Electronics,Smartwatch,4,1257.39,5029.56,15,754.43,4275.13,E-Wallet
ORD2625,2023-06-14,CUST2373,Premium,Medan,Home & Living,Blender,4,183.04,732.16,0,0.0,732.16,Debit Card
ORD3618,2023-06-14,CUST1644,Regular,Medan,Books,Self-Help Book,6,36.98,221.88,0,0.0,221.88,Cash
ORD5043,2023-06-14,CUST1030,Regular,Surabaya,Home & Living,Lamp,3,105.21,315.63,0,0.0,315.63,Credit Card
ORD1846,2023-06-15,CUST1831,VIP,Jakarta,Books,Biography,1,39.89,39.89,15,5.98,33.91,E-Wallet
ORD2739,2023-06-15,CUST2288,Regular,Medan,Books,Cookbook,3,10.47,31.41,0,0.0,31.41,Debit Card
ORD4820,2023-06-15,CUST1612,Regular,Medan,Books,Cookbook,1,36.17,36.17,0,0.0,36.17,Debit Card
ORD1731,2023-06-15,CUST1364,Regular,Makassar,Home & Living,Lamp,6,206.75,1240.5,0,0.0,1240.5,E-Wallet
ORD2254,2023-06-15,CUST1407,Regular,Jakarta,Clothing,Jacket,4,115.86,463.44,0,0.0,463.44,Bank Transfer
ORD2221,2023-06-15,CUST1612,Regular,Jakarta,Electronics,Headphones,1,422.3,422.3,0,0.0,422.3,Credit Card
ORD3434,2023-06-16,CUST2324,Regular,Jakarta,Sports,Dumbbells,10,205.85,2058.5,0,0.0,2058.5,Credit Card
ORD5240,2023-06-16,CUST1144,Regular,Jakarta,Sports,Tennis Racket,4,761.61,3046.44,0,0.0,3046.44,E-Wallet
ORD2728,2023-06-16,CUST1059,Premium,Medan,Electronics,Smartwatch,6,345.91,2075.46,5,103.77,1971.69,E-Wallet
ORD2871,2023-06-16,CUST1447,Premium,Bandung,Books,Magazine,1,43.44,43.44,10,4.34,39.1,E-Wallet
ORD3758,2023-06-16,CUST1812,VIP,Jakarta,Sports,Bicycle,4,479.3,1917.2,10,191.72,1725.48,Credit Card
ORD3903,2023-06-16,CUST1934,Premium,Medan,Electronics,Smartwatch,3,898.37,2695.11,5,134.76,2560.35,E-Wallet
ORD1884,2023-06-16,CUST1109,Premium,Medan,Sports,Yoga Mat,6,133.99,803.94,0,0.0,803.94,Debit Card
ORD1971,2023-06-17,CUST2149,Regular,Medan,Books,Self-Help Book,9,14.64,131.76,0,0.0,131.76,Debit Card
ORD3879,2023-06-17,CUST2416,Regular,Surabaya,Home & Living,Vacuum Cleaner,1,183.08,183.08,0,0.0,183.08,Debit Card
ORD4173,2023-06-17,CUST1615,Premium,Semarang,Clothing,Jeans,1,125.24,125.24,5,6.26,118.98,Bank Transfer
ORD2571,2023-06-18,CUST1964,Regular,Jakarta,Sports,Sports Bottle,1,666.94,666.94,0,0.0,666.94,Credit Card
ORD3146,2023-06-18,CUST1900,Regular,Surabaya,Sports,Yoga Mat,3,84.45,253.35,0,0.0,253.35,Bank Transfer
ORD5152,2023-06-19,CUST1433,Regular,Bandung,Electronics,Tablet,4,170.9,683.6,0,0.0,683.6,E-Wallet
ORD4067,2023-06-19,CUST1930,Regular,Jakarta,Books,Biography,10,34.8,348.0,0,0.0,348.0,Debit Card
ORD2748,2023-06-19,CUST2249,Regular,Makassar,Sports,Dumbbells,4,677.73,2710.92,0,0.0,2710.92,Bank Transfer
ORD4047,2023-06-19,CUST2079,Premium,Makassar,Sports,Bicycle,1,449.21,449.21,5,22.46,426.75,Bank Transfer
ORD4207,2023-06-19,CUST1909,VIP,Bandung,Books,Self-Help Book,4,43.55,174.2,10,17.42,156.78,Credit Card
ORD1194,2023-06-19,CUST1920,Premium,Makassar,Books,Fiction Novel,1,26.43,26.43,5,1.32,25.11,E-Wallet
ORD4990,2023-06-19,CUST1903,VIP,Medan,Home & Living,Blender,1,133.95,133.95,10,13.39,120.56,Credit Card
ORD2241,2023-06-19,CUST1022,Regular,Bandung,Sports,Yoga Mat,4,85.98,343.92,0,0.0,343.92,Debit Card
ORD2173,2023-06-19,CUST2201,VIP,Semarang,Books,Cookbook,1,37.67,37.67,20,7.53,30.14,Bank Transfer
ORD3355,2023-06-19,CUST2108,Regular,Surabaya,Books,Magazine,1,15.58,15.58,0,0.0,15.58,Debit Card
ORD3017,2023-06-20,CUST1753,Regular,Jakarta,Sports,Bicycle,7,118.47,829.29,0,0.0,829.29,E-Wallet
ORD4864,2023-06-20,CUST1508,Regular,Surabaya,Home & Living,Vacuum Cleaner,1,289.85,289.85,0,0.0,289.85,Credit Card
ORD4453,2023-06-20,CUST2027,VIP,Makassar,Books,Self-Help Book,1,28.77,28.77,10,2.88,25.89,Credit Card
ORD2566,2023-06-20,CUST1350,Regular,Jakarta,Clothing,Dress,4,132.42,529.68,0,0.0,529.68,Debit Card
ORD1393,2023-06-20,CUST1061,Premium,Bandung,Home & Living,Blender,4,231.19,924.76,0,0.0,924.76,E-Wallet
ORD4693,2023-06-20,CUST2397,Premium,Surabaya,Clothing,Sneakers,1,79.91,79.91,0,0.0,79.91,Debit Card
ORD5125,2023-06-20,CUST2062,Regular,Surabaya,Sports,Dumbbells,4,68.47,273.88,0,0.0,273.88,E-Wallet
ORD4308,2023-06-20,CUST2135,Regular,Semarang,Electronics,Laptop,1,447.11,447.11,0,0.0,447.11,Debit Card
ORD4426,2023-06-20,CUST1781,Premium,Makassar,Sports,Tennis Racket,3,336.27,1008.81,0,0.0,1008.81,E-Wallet
ORD3008,2023-06-21,CUST1208,Premium,Surabaya,Clothing,T-Shirt,1,124.04,124.04,0,0.0,124.04,Credit Card
ORD1453,2023-06-21,CUST1414,Regular,Medan,Clothing,Jeans,7,32.04,224.28,0,0.0,224.28,E-Wallet
ORD2145,2023-06-21,CUST1389,Premium,Jakarta,Clothing,T-Shirt,7,71.12,497.84,5,24.89,472.95,E-Wallet
ORD4857,2023-06-21,CUST1294,Premium,Surabaya,Home & Living,Blender,3,70.09,210.27,0,0.0,210.27,Credit Card
ORD5151,2023-06-21,CUST2329,Premium,Makassar,Home & Living,Blender,1,130.48,130.48,10,13.05,117.43,Credit Card
ORD4206,2023-06-22,CUST1574,Premium,Bandung,Books,Fiction Novel,6,39.47,236.82,5,11.84,224.98,E-Wallet
ORD2797,2023-06-22,CUST2164,Regular,Bandung,Electronics,Headphones,1,68.24,68.24,0,0.0,68.24,Credit Card
ORD4006,2023-06-22,CUST2017,Regular,Bandung,Home & Living,Lamp,7,85.28,596.96,0,0.0,596.96,Credit Card
ORD2528,2023-06-22,CUST2001,Regular,Semarang,Electronics,Headphones,6,1358.68,8152.08,0,0.0,8152.08,Credit Card
ORD2050,2023-06-22,CUST2390,Regular,Jakarta,Home & Living,Blender,7,75.23,526.61,0,0.0,526.61,Cash
ORD1417,2023-06-22,CUST1874,Regular,Medan,Sports,Bicycle,1,660.91,660.91,0,0.0,660.91,Debit Card
ORD4908,2023-06-22,CUST1484,Premium,Surabaya,Clothing,Dress,3,118.83,356.49,5,17.82,338.67,E-Wallet
ORD1564,2023-06-22,CUST1737,Premium,Surabaya,Electronics,Tablet,1,406.95,406.95,10,40.7,366.25,Debit Card
ORD4007,2023-06-22,CUST2173,Premium,Bandung,Clothing,Jacket,1,61.62,61.62,10,6.16,55.46,Bank Transfer
ORD4281,2023-06-22,CUST1984,Premium,Bandung,Home & Living,Cookware Set,1,51.28,51.28,0,0.0,51.28,Debit Card
ORD3694,2023-06-22,CUST2115,Premium,Surabaya,Electronics,Laptop,10,57.8,578.0,10,57.8,520.2,Debit Card
ORD2051,2023-06-23,CUST1799,Regular,Surabaya,Electronics,Headphones,3,1443.63,4330.89,0,0.0,4330.89,Credit Card
ORD2830,2023-06-23,CUST2153,Premium,Jakarta,Home & Living,Vacuum Cleaner,12,35.57,426.84,0,0.0,426.84,Debit Card
ORD3073,2023-06-23,CUST1741,VIP,Surabaya,Home & Living,Cookware Set,7,95.7,669.9,10,66.99,602.91,E-Wallet
ORD4814,2023-06-23,CUST1809,Regular,Jakarta,Sports,Dumbbells,1,730.91,730.91,0,0.0,730.91,Debit Card
ORD3420,2023-06-23,CUST1138,Premium,Jakarta,Electronics,Smartwatch,1,562.76,562.76,0,0.0,562.76,Bank Transfer
ORD1329,2023-06-23,CUST1566,Regular,Medan,Clothing,Jacket,1,55.65,55.65,0,0.0,55.65,Credit Card
ORD1307,2023-06-23,CUST1121,VIP,Surabaya,Clothing,Backpack,1,88.78,88.78,20,17.76,71.02,Cash
ORD4317,2023-06-23,CUST1558,Premium,Medan,Home & Living,Lamp,1,32.57,32.57,0,0.0,32.57,E-Wallet
ORD3871,2023-06-23,CUST1376,Premium,Makassar,Clothing,Jacket,9,117.18,1054.62,5,52.73,1001.89,E-Wallet
ORD2856,2023-06-23,CUST1342,VIP,Bandung,Home & Living,Vacuum Cleaner,4,77.81,311.24,10,31.12,280.12,Debit Card
ORD4027,2023-06-23,CUST1645,Premium,Semarang,Sports,Sports Bottle,4,501.98,2007.92,5,100.4,1907.52,Credit Card
ORD1493,2023-06-23,CUST2096,Regular,Jakarta,Electronics,Tablet,1,1081.11,1081.11,0,0.0,1081.11,E-Wallet
ORD4230,2023-06-24,CUST1652,Premium,Bandung,Clothing,T-Shirt,3,58.59,175.77,10,17.58,158.19,Bank Transfer
ORD2415,2023-06-24,CUST1027,Regular,Surabaya,Home & Living,Cookware Set,9,44.1,396.9,0,0.0,396.9,Debit Card
ORD2139,2023-06-24,CUST1345,Regular,Bandung,Electronics,Headphones,3,195.75,587.25,0,0.0,587.25,E-Wallet
ORD4560,2023-06-24,CUST1098,Premium,Medan,Sports,Running Shoes,1,412.34,412.34,0,0.0,412.34,Credit Card
ORD4620,2023-06-24,CUST1126,Premium,Semarang,Home & Living,Coffee Maker,4,214.29,857.16,10,85.72,771.44,Credit Card
ORD4483,2023-06-24,CUST2301,Regular,Jakarta,Sports,Sports Bottle,9,39.29,353.61,0,0.0,353.61,Credit Card
ORD4762,2023-06-24,CUST1446,Premium,Makassar,Electronics,Tablet,3,1456.28,4368.84,10,436.88,3931.96,Bank Transfer
ORD1127,2023-06-24,CUST2195,Premium,Medan,Clothing,T-Shirt,6,97.28,583.68,0,0.0,583.68,Debit Card
ORD4997,2023-06-24,CUST2213,VIP,Jakarta,Electronics,Tablet,3,465.59,1396.77,15,209.52,1187.25,Debit Card
ORD2692,2023-06-25,CUST1854,VIP,Bandung,Clothing,Sneakers,3,104.45,313.35,15,47.0,266.35,E-Wallet
ORD5258,2023-06-25,CUST1382,Regular,Makassar,Clothing,Dress,1,60.23,60.23,0,0.0,60.23,E-Wallet
ORD4051,2023-06-25,CUST1035,Regular,Jakarta,Books,Self-Help Book,3,25.68,77.04,0,0.0,77.04,Debit Card
ORD1899,2023-06-25,CUST1973,VIP,Jakarta,Sports,Yoga Mat,1,779.39,779.39,20,155.88,623.51,Bank Transfer
ORD4878,2023-06-25,CUST1105,Regular,Medan,Books,Magazine,3,37.22,111.66,0,0.0,111.66,Credit Card
ORD5046,2023-06-25,CUST1352,Premium,Makassar,Electronics,Laptop,1,1337.57,1337.57,10,133.76,1203.81,Credit Card
ORD2413,2023-06-25,CUST1194,Regular,Makassar,Clothing,Jacket,1,100.98,100.98,0,0.0,100.98,E-Wallet
ORD3356,2023-06-25,CUST2353,Premium,Surabaya,Electronics,Laptop,7,645.58,4519.06,10,451.91,4067.15,Credit Card
ORD3520,2023-06-25,CUST2002,Premium,Semarang,Electronics,Tablet,4,1365.01,5460.04,10,546.0,4914.04,E-Wallet
ORD5190,2023-06-25,CUST1648,Regular,Medan,Sports,Sports Bottle,4,441.43,1765.72,0,0.0,1765.72,Bank Transfer
ORD2881,2023-06-26,CUST1307,Regular,Surabaya,Clothing,Sneakers,7,142.72,999.04,0,0.0,999.04,Debit Card
ORD1418,2023-06-26,CUST1071,Regular,Bandung,Home & Living,Blender,4,274.78,1099.12,0,0.0,1099.12,Bank Transfer
ORD5229,2023-06-26,CUST1355,Premium,Bandung,Electronics,Smartphone,1,1119.85,1119.85,5,55.99,1063.86,Credit Card
ORD4174,2023-06-26,CUST2052,Premium,Medan,Clothing,Jacket,1,68.69,68.69,10,6.87,61.82,Debit Card
ORD2994,2023-06-27,CUST2229,Premium,Surabaya,Clothing,Jacket,4,29.5,118.0,5,5.9,112.1,E-Wallet
ORD3649,2023-06-27,CUST1473,Regular,Jakarta,Home & Living,Cookware Set,3,126.8,380.4,0,0.0,380.4,Bank Transfer
ORD4538,2023-06-27,CUST2342,Regular,Semarang,Books,Fiction Novel,4,30.55,122.2,0,0.0,122.2,Cash
ORD4703,2023-06-27,CUST1496,Premium,Semarang,Home & Living,Blender,6,53.27,319.62,10,31.96,287.66,Debit Card
ORD1681,2023-06-27,CUST2181,Regular,Jakarta,Books,Magazine,1,38.11,38.11,0,0.0,38.11,Debit Card
ORD4543,2023-06-27,CUST1632,VIP,Semarang,Clothing,Jacket,1,120.52,120.52,20,24.1,96.42,Cash
ORD3958,2023-06-27,CUST1344,Regular,Surabaya,Clothing,Jacket,1,144.21,144.21,0,0.0,144.21,Credit Card
ORD2925,2023-06-28,CUST2424,Regular,Surabaya,Electronics,Laptop,1,174.84,174.84,0,0.0,174.84,Bank Transfer
ORD4066,2023-06-28,CUST1378,Regular,Bandung,Clothing,Backpack,1,21.82,21.82,0,0.0,21.82,Debit Card
ORD1828,2023-06-28,CUST2285,Premium,Surabaya,Sports,Sports Bottle,4,49.34,197.36,10,19.74,177.62,Cash
ORD2933,2023-06-28,CUST2013,Premium,Bandung,Sports,Bicycle,3,310.25,930.75,0,0.0,930.75,Bank Transfer
ORD5138,2023-06-28,CUST2405,Regular,Bandung,Home & Living,Blender,4,178.08,712.32,0,0.0,712.32,Debit Card
ORD4012,2023-06-28,CUST1033,Regular,Surabaya,Electronics,Smartwatch,1,1102.86,1102.86,0,0.0,1102.86,E-Wallet
ORD5170,2023-06-28,CUST1517,Regular,Jakarta,Sports,Dumbbells,1,749.67,749.67,0,0.0,749.67,Debit Card
ORD3414,2023-06-29,CUST1519,Premium,Semarang,Home & Living,Blender,3,58.94,176.82,0,0.0,176.82,Debit Card
ORD5272,2023-06-29,CUST1475,Regular,Medan,Books,Biography,1,48.79,48.79,0,0.0,48.79,Credit Card
ORD5038,2023-06-29,CUST1960,Regular,Semarang,Sports,Running Shoes,4,288.87,1155.48,0,0.0,1155.48,Cash
ORD2658,2023-06-29,CUST1064,Regular,Bandung,Books,Magazine,3,46.86,140.58,0,0.0,140.58,Credit Card
ORD3753,2023-06-29,CUST1020,Regular,Surabaya,Sports,Yoga Mat,1,295.05,295.05,0,0.0,295.05,Debit Card
ORD1267,2023-06-29,CUST1382,VIP,Jakarta,Books,Business Book,4,47.36,189.44,15,28.42,161.02,E-Wallet
ORD4630,2023-06-29,CUST1887,Regular,Surabaya,Electronics,Camera,4,1437.37,5749.48,0,0.0,5749.48,E-Wallet
ORD3941,2023-06-29,CUST1367,Regular,Jakarta,Electronics,Smartwatch,3,1435.26,4305.78,0,0.0,4305.78,Bank Transfer
ORD2233,2023-06-29,CUST1715,Premium,Semarang,Sports,Sports Bottle,1,702.9,702.9,5,35.15,667.75,Credit Card
ORD1083,2023-06-30,CUST2214,Premium,Semarang,Sports,Sports Bottle,1,230.66,230.66,5,11.53,219.13,Debit Card
ORD4285,2023-06-30,CUST2258,Regular,Makassar,Electronics,Tablet,1,597.78,597.78,0,0.0,597.78,Cash
ORD5231,2023-06-30,CUST1980,Premium,Bandung,Electronics,Headphones,3,1356.71,4070.13,10,407.01,3663.12,Credit Card
ORD3666,2023-06-30,CUST1394,Regular,Bandung,Books,Magazine,1,22.82,22.82,0,0.0,22.82,E-Wallet
ORD4382,2023-06-30,CUST1259,Premium,Medan,Books,Self-Help Book,1,34.16,34.16,0,0.0,34.16,Debit Card
ORD2601,2023-07-01,CUST1745,Regular,Bandung,Home & Living,Vacuum Cleaner,1,216.83,216.83,0,0.0,216.83,Debit Card
ORD3406,2023-07-01,CUST2031,Regular,Jakarta,Home & Living,Cookware Set,1,295.46,295.46,0,0.0,295.46,Cash
ORD2725,2023-07-01,CUST1080,Regular,Surabaya,Sports,Yoga Mat,1,119.8,119.8,0,0.0,119.8,Debit Card
ORD3701,2023-07-01,CUST1223,Regular,Medan,Books,Self-Help Book,12,14.19,170.28,0,0.0,170.28,Cash
ORD4558,2023-07-01,CUST2013,Premium,Medan,Electronics,Smartphone,1,1175.36,1175.36,10,117.54,1057.82,Credit Card
ORD3234,2023-07-01,CUST1921,Regular,Medan,Sports,Sports Bottle,4,796.81,3187.24,0,0.0,3187.24,Credit Card
ORD3159,2023-07-01,CUST1385,Regular,Surabaya,Sports,Bicycle,4,408.79,1635.16,0,0.0,1635.16,Debit Card
ORD3685,2023-07-01,CUST1501,Regular,Medan,Sports,Tennis Racket,1,734.14,734.14,0,0.0,734.14,Debit Card
ORD3168,2023-07-02,CUST1127,Regular,Surabaya,Home & Living,Vacuum Cleaner,4,224.51,898.04,0,0.0,898.04,Bank Transfer
ORD4055,2023-07-02,CUST2347,VIP,Makassar,Electronics,Camera,10,1132.25,11322.5,10,1132.25,10190.25,Credit Card
ORD2600,2023-07-02,CUST1409,Regular,Medan,Home & Living,Blender,1,180.39,180.39,0,0.0,180.39,Credit Card
ORD4002,2023-07-02,CUST1861,Regular,Medan,Books,Self-Help Book,1,36.34,36.34,0,0.0,36.34,Debit Card
ORD2105,2023-07-03,CUST1971,Regular,Makassar,Home & Living,Cookware Set,1,127.82,127.82,0,0.0,127.82,Cash
ORD3723,2023-07-03,CUST1002,Regular,Bandung,Home & Living,Lamp,3,254.23,762.69,0,0.0,762.69,E-Wallet
ORD4279,2023-07-03,CUST2029,Regular,Jakarta,Clothing,T-Shirt,6,69.57,417.42,0,0.0,417.42,Credit Card
ORD3130,2023-07-03,CUST1463,Regular,Bandung,Clothing,Jeans,1,41.68,41.68,0,0.0,41.68,E-Wallet
ORD3883,2023-07-03,CUST1830,Premium,Semarang,Electronics,Headphones,1,799.38,799.38,10,79.94,719.44,Credit Card
ORD4677,2023-07-04,CUST2400,Regular,Medan,Clothing,Backpack,1,32.57,32.57,0,0.0,32.57,Credit Card
ORD1284,2023-07-04,CUST1784,VIP,Makassar,Clothing,Backpack,3,147.07,441.21,15,66.18,375.03,Cash
ORD2047,2023-07-04,CUST2093,Premium,Surabaya,Electronics,Tablet,1,1190.8,1190.8,10,119.08,1071.72,Debit Card
ORD2516,2023-07-04,CUST1963,Regular,Medan,Books,Fiction Novel,4,16.67,66.68,0,0.0,66.68,E-Wallet
ORD2480,2023-07-04,CUST1266,Premium,Semarang,Home & Living,Coffee Maker,6,111.38,668.28,0,0.0,668.28,Cash
ORD1191,2023-07-04,CUST1318,Regular,Medan,Clothing,Jacket,7,142.94,1000.58,0,0.0,1000.58,Cash
ORD4346,2023-07-04,CUST1011,Regular,Semarang,Home & Living,Coffee Maker,1,241.55,241.55,0,0.0,241.55,Bank Transfer
ORD1582,2023-07-04,CUST1581,Premium,Semarang,Sports,Bicycle,3,487.5,1462.5,10,146.25,1316.25,E-Wallet
ORD4573,2023-07-04,CUST2197,Regular,Bandung,Clothing,Dress,15,15.87,238.05,0,0.0,238.05,Credit Card
ORD4650,2023-07-05,CUST2179,Premium,Bandung,Clothing,Jacket,4,108.73,434.92,10,43.49,391.43,Cash
ORD2792,2023-07-05,CUST1827,Regular,Makassar,Electronics,Camera,3,1396.8,4190.4,0,0.0,4190.4,Credit Card
ORD1792,2023-07-05,CUST1316,VIP,Jakarta,Sports,Yoga Mat,3,287.42,862.26,20,172.45,689.81,Bank Transfer
ORD1507,2023-07-05,CUST1268,Regular,Semarang,Sports,Bicycle,6,627.75,3766.5,0,0.0,3766.5,E-Wallet
ORD1107,2023-07-05,CUST1683,VIP,Medan,Sports,Bicycle,4,515.13,2060.52,15,309.08,1751.44,Debit Card
ORD1645,2023-07-06,CUST2008,Premium,Medan,Clothing,Jacket,7,29.9,209.3,5,10.47,198.83,E-Wallet
ORD4852,2023-07-06,CUST2280,VIP,Surabaya,Books,Fiction Novel,3,18.74,56.22,20,11.24,44.98,Debit Card
ORD2745,2023-07-06,CUST1725,Regular,Makassar,Books,Biography,3,17.8,53.4,0,0.0,53.4,Credit Card
ORD3444,2023-07-06,CUST1897,VIP,Bandung,Electronics,Tablet,3,1235.19,3705.57,20,741.11,2964.46,E-Wallet
ORD2267,2023-07-06,CUST1574,Regular,Makassar,Electronics,Laptop,3,125.59,376.77,0,0.0,376.77,Credit Card
ORD3560,2023-07-06,CUST2206,Regular,Bandung,Electronics,Smartphone,6,69.64,417.84,0,0.0,417.84,Debit Card
ORD3986,2023-07-07,CUST2360,Regular,Semarang,Home & Living,Coffee Maker,1,232.62,232.62,0,0.0,232.62,E-Wallet
ORD3655,2023-07-07,CUST1903,Regular,Makassar,Home & Living,Coffee Maker,3,131.24,393.72,0,0.0,393.72,Debit Card
ORD3637,2023-07-07,CUST1924,Regular,Jakarta,Home & Living,Bedding Set,4,82.18,328.72,0,0.0,328.72,Credit Card
ORD3946,2023-07-07,CUST1571,Premium,Surabaya,Home & Living,Vacuum Cleaner,3,128.6,385.8,5,19.29,366.51,Credit Card
ORD2521,2023-07-07,CUST2330,Regular,Jakarta,Sports,Tennis Racket,9,85.36,768.24,0,0.0,768.24,Debit Card
ORD3116,2023-07-07,CUST2135,Regular,Jakarta,Books,Biography,3,10.13,30.39,0,0.0,30.39,E-Wallet
ORD5048,2023-07-08,CUST1283,Premium,Jakarta,Electronics,Smartwatch,6,243.91,1463.46,0,0.0,1463.46,E-Wallet
ORD1865,2023-07-08,CUST1764,Regular,Makassar,Clothing,Sneakers,3,110.46,331.38,0,0.0,331.38,Debit Card
ORD3825,2023-07-08,CUST1440,Regular,Medan,Home & Living,Blender,6,50.53,303.18,0,0.0,303.18,Debit Card
ORD3943,2023-07-08,CUST1147,Regular,Jakarta,Books,Cookbook,4,29.82,119.28,0,0.0,119.28,Debit Card
ORD4964,2023-07-08,CUST1538,Regular,Semarang,Home & Living,Coffee Maker,1,206.31,206.31,0,0.0,206.31,Credit Card
ORD1847,2023-07-09,CUST1789,Regular,Makassar,Home & Living,Cookware Set,15,152.68,2290.2,0,0.0,2290.2,E-Wallet
ORD3559,2023-07-09,CUST1915,Regular,Bandung,Books,Biography,3,15.7,47.1,0,0.0,47.1,Debit Card
ORD3306,2023-07-09,CUST1570,Premium,Jakarta,Clothing,Backpack,1,87.22,87.22,0,0.0,87.22,Credit Card
ORD3157,2023-07-09,CUST2083,VIP,Jakarta,Clothing,T-Shirt,1,23.2,23.2,15,3.48,19.72,Credit Card
ORD2414,2023-07-09,CUST1489,Regular,Makassar,Sports,Sports Bottle,3,505.25,1515.75,0,0.0,1515.75,Bank Transfer
ORD2813,2023-07-10,CUST2312,Regular,Makassar,Clothing,Backpack,1,58.24,58.24,0,0.0,58.24,Credit Card
ORD2178,2023-07-10,CUST1838,Regular,Surabaya,Clothing,T-Shirt,4,116.24,464.96,0,0.0,464.96,Bank Transfer
ORD4576,2023-07-10,CUST1239,Regular,Surabaya,Books,Self-Help Book,1,29.94,29.94,0,0.0,29.94,E-Wallet
ORD4112,2023-07-10,CUST2401,Regular,Medan,Electronics,Laptop,4,911.3,3645.2,0,0.0,3645.2,Cash
ORD1034,2023-07-10,CUST2167,Regular,Surabaya,Electronics,Headphones,10,148.54,1485.4,0,0.0,1485.4,Bank Transfer
ORD3574,2023-07-10,CUST1617,Regular,Surabaya,Home & Living,Bedding Set,1,207.21,207.21,0,0.0,207.21,Credit Card
ORD2639,2023-07-10,CUST1584,Regular,Semarang,Home & Living,Lamp,9,209.65,1886.85,0,0.0,1886.85,Credit Card
ORD1222,2023-07-10,CUST1914,Regular,Semarang,Books,Biography,1,25.48,25.48,0,0.0,25.48,E-Wallet
ORD3942,2023-07-11,CUST1546,Premium,Semarang,Electronics,Smartphone,1,1132.97,1132.97,0,0.0,1132.97,Credit Card
ORD1538,2023-07-11,CUST1542,Regular,Medan,Clothing,Backpack,3,84.37,253.11,0,0.0,253.11,Credit Card
ORD2261,2023-07-11,CUST1879,VIP,Bandung,Clothing,Jacket,6,118.51,711.06,10,71.11,639.95,E-Wallet
ORD4149,2023-07-11,CUST2096,Premium,Surabaya,Home & Living,Blender,3,145.81,437.43,10,43.74,393.69,Credit Card
ORD4126,2023-07-11,CUST1950,Regular,Makassar,Books,Fiction Novel,4,11.98,47.92,0,0.0,47.92,Credit Card
ORD3583,2023-07-11,CUST1410,Premium,Jakarta,Books,Biography,3,29.91,89.73,0,0.0,89.73,Bank Transfer
ORD3248,2023-07-11,CUST2286,Premium,Medan,Electronics,Headphones,3,705.41,2116.23,10,211.62,1904.61,Credit Card
ORD1931,2023-07-11,CUST2092,VIP,Makassar,Sports,Bicycle,6,186.1,1116.6,15,167.49,949.11,Bank Transfer
ORD1646,2023-07-12,CUST1578,Regular,Semarang,Home & Living,Coffee Maker,3,66.84,200.52,0,0.0,200.52,Cash
ORD3757,2023-07-12,CUST1776,Regular,Medan,Home & Living,Vacuum Cleaner,7,264.07,1848.49,0,0.0,1848.49,Debit Card
ORD2980,2023-07-12,CUST1741,Regular,Makassar,Sports,Dumbbells,1,645.75,645.75,0,0.0,645.75,E-Wallet
ORD1859,2023-07-13,CUST1844,Premium,Surabaya,Electronics,Laptop,1,1314.1,1314.1,10,131.41,1182.69,E-Wallet
ORD3364,2023-07-13,CUST2369,Regular,Semarang,Books,Biography,3,13.41,40.23,0,0.0,40.23,E-Wallet
ORD2465,2023-07-14,CUST2145,Regular,Semarang,Clothing,Sneakers,1,126.72,126.72,0,0.0,126.72,E-Wallet
ORD1612,2023-07-14,CUST1470,Regular,Makassar,Books,Magazine,3,17.99,53.97,0,0.0,53.97,Credit Card
ORD4146,2023-07-14,CUST1273,Regular,Makassar,Clothing,Backpack,7,110.37,772.59,0,0.0,772.59,E-Wallet
ORD3580,2023-07-14,CUST2416,Regular,Jakarta,Sports,Tennis Racket,1,494.18,494.18,0,0.0,494.18,Bank Transfer
ORD1300,2023-07-14,CUST1419,VIP,Medan,Electronics,Camera,1,1499.38,1499.38,20,299.88,1199.5,E-Wallet
ORD1660,2023-07-14,CUST2227,Premium,Bandung,Sports,Dumbbells,1,444.02,444.02,5,22.2,421.82,Bank Transfer
ORD1255,2023-07-15,CUST2028,Regular,Surabaya,Electronics,Smartwatch,3,504.85,1514.55,0,0.0,1514.55,Credit Card
ORD3102,2023-07-15,CUST2375,Premium,Surabaya,Home & Living,Cookware Set,1,60.25,60.25,10,6.03,54.22,Credit Card
ORD4635,2023-07-15,CUST1968,Premium,Semarang,Clothing,Jacket,3,106.06,318.18,0,0.0,318.18,Credit Card
ORD4229,2023-07-15,CUST1208,Premium,Jakarta,Home & Living,Vacuum Cleaner,1,214.89,214.89,5,10.74,204.15,Credit Card
ORD1087,2023-07-15,CUST1976,Regular,Medan,Electronics,Smartphone,4,1094.11,4376.44,0,0.0,4376.44,Credit Card
ORD2710,2023-07-15,CUST1312,Regular,Bandung,Electronics,Camera,1,674.87,674.87,0,0.0,674.87,Bank Transfer
ORD2272,2023-07-15,CUST1703,Regular,Jakarta,Clothing,Backpack,6,75.18,451.08,0,0.0,451.08,Debit Card
ORD1056,2023-07-16,CUST1617,Premium,Makassar,Books,Magazine,1,47.61,47.61,0,0.0,47.61,E-Wallet
ORD2979,2023-07-16,CUST2350,Regular,Bandung,Home & Living,Lamp,6,210.93,1265.58,0,0.0,1265.58,Debit Card
